"id","name","image","parts_type","color","offset_x","offset_y","offset_scale","power_type","power","duration","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
238,"リーズの上着（R）","blouse_z024b_p33+blouse_z024b_p67+blouse_z024b_p87+blouse_z024b_p40",10,0,0,0,100,0,0,0,,"Riesz' Coat (R)","Veste de Riesz (R)","리즈의 상의（R）","里斯的上衣（R）","里斯的上衣（R）","Riesz Coat (R)","เสื้อนอกของรีซ (R)",,,,,,,
239,"リーズのトラウザ（R）","skirt_z024b_p48+skirt_z024b_p59",11,0,0,0,100,0,0,0,,"Riesz' Trousers (R)","Pantalon de Riesz (R)","리즈의 바지（R）","里斯的长裤（R）","里斯的長褲（R）","Riesz Trouser","กางเกงของรีซ (R)",,,,,,,
240,"リーズのブーツ（R）","shoes_z024b_p51+shoes_z024b_p62",13,0,0,0,100,0,0,0,,"Riesz' Boots (R)","Bottes de Riesz (R)","리즈의 부츠（R）","里斯的鞋子（R）","里斯的鞋子（R）","Riesz Boots","บูทของรีซ (R)",,,,,,,
241,"ブロウニングのベスト","blouse_z030b_p33+blouse_z030b_p67+blouse_z030b_p87",10,0,0,0,100,0,0,0,,"Browning's Vest","Veste de Browning","브라우닝의 베스트","布朗宁的背心","布朗寧的背心","Browning Vest","เสื้อกั๊กของบราวนิ่ง",,,,,,,
242,"メリアのワンピース","dress_z010b_p67+dummy_p33+dummy_p69+dummy_p87",12,0,0,0,100,0,0,0,,"Meria's One-Piece","Robe de Méria","메리아의 원피스","梅莉亚的洋装","梅莉亞的洋裝","Melia Robe","ชุดวันพีซของเมเรีย",,,,,,,
243,"暗殺者のドレス","dress_z011c_p33+dress_z011c_p67+dress_z011c_p87",12,0,0,0,100,0,0,0,,"Asassin's Dress","Robe d'Assassin","암살자의 드레스","暗杀者的衣服","暗殺者的衣服","Assassin Robe","ชุดนักฆ่า",,,,,,,
244,"逃亡者のマント","mant_z001a_p91+mant_z001a_p21",12,0,0,0,100,0,0,0,,"Fugitive's Mantle","Cape de Fugitif","도망자의 망토","逃亡者的斗篷","逃亡者的斗篷","Fugitive Cloak","ผ้าคลุมผู้อพยพ",,,,,,,
245,"シェリの髪型（R）","hair_z011b_p18+hair_z011b_p94+hair_z011b_p108",3,0,0,0,100,0,0,0,,"Sheri's Hairstyle","Coiffure de Sheri (R)","쉐리의 머리모양（R）","雪莉的发型（R）","雪莉的髮型（R）","Sheri Hair (R)","ทรงผมของเชรี (R)",,,,,,,
246,"ブロウニングのアイマスク","eyemask_z030a_p105",22,0,0,0,100,0,0,0,,"Browning's Mask","Masque de repos de Browning","브라우닝의 아이마스크","布朗宁的眼罩","布朗寧的眼罩","Browning Mask","ผ้าปิดตาของบราวนิ่ง",,,,,,,
247,"ブロウニングの帽子","hat_z030b_p112",20,0,0,0,100,0,0,0,,"Browning's Fedora","Chapeau de Browning","브라우닝의 모자","布朗宁的帽子","布朗寧的帽子","Browning Hat","หมวกของบราวนิ่ง",,,,,,,
248,"シェリの傘","basket_z011a_p78",21,0,0,0,100,0,0,0,,"Sheri's Umbrella","Ombrelle de Sheri","쉐리의 우산","雪莉的洋伞","雪莉的洋傘","Sheri Umbrella","ร่มของเชรี",,,,,,,
249,"エヴァリストの手提げ人形","basket_z101a_p78",21,0,0,0,100,0,0,0,,"Evarist Doll","Poupée d'Evarist","에바리스트의 인형","艾伯李斯特的手提公仔","艾伯李斯特的手提公仔","Evarist Plushie","ตุ๊กตาเอวาริสท์ชูมือ",,,,,,,
250,"グリュンワルドの手提げ人形","basket_z103a_p78",21,0,0,0,100,0,0,0,,"Grunwald Doll","Poupée de Grunwald","그룬왈드 인형","古鲁瓦尔多的手提公仔","古魯瓦爾多的手提公仔","Grunwald Plushie","ตุ๊กตากรุนวัลด์ชูมือ",,,,,,,
251,"ブレイズの手提げ人形","basket_z110a_p78",21,0,0,0,100,0,0,0,,"Blaise Doll","Poupée de Blaise","브레이즈의 인형","布列依斯的手提公仔","布列依斯的手提公仔","Blaise Plushie","ตุ๊กตาเบลสชูมือ",,,,,,,
252,"ベルンハルトの手提げ人形","basket_z113a_p78",21,0,0,0,100,0,0,0,,"Bernhard Doll","Poupée de Bernhald","베른하드의 인형","伯恩哈德的手提公仔","伯恩哈德的手提公仔","Bernhard Plushie","ตุ๊กตาเบิร์นฮาร์ทชูมือ",,,,,,,
253,"リーズの手提げ人形","basket_z124a_p78",21,0,0,0,100,0,0,0,,"Riesz Doll","Poupée de Riesz","리즈 인형","里斯的手提公仔","里斯的手提公仔","Riesz Plushie","ตุ๊กตารีซชูมือ",,,,,,,
254,"幼生ウボス","fairy_z013a_p124",23,0,0,0,100,0,0,0,,"Larval Ubos","Larve Ubos","유생 우보스","幼生乌波斯","幼生烏波斯","Ubos Larvae","ตัวอ่อนอูโบส",,,,,,,
255,"タナトス","fairy_z003a_p2",23,0,0,0,100,0,0,0,,"Thanatos","Thanatos","타나토스","死神塔那托斯","死神塔那托斯","Thanatos","ทานาทอส",,,,,,,
256,"ミニクラウン（赤）","hat_m001a_p112",20,0,0,0,100,0,0,0,,"Small Crown (Red)","Petite Couronne (Rouge)","미니 왕관 (적)","迷你皇冠（红）","迷你皇冠（紅）","Mini Crown (Red)","มินิคราวน์ (แดง)",,,,,,,
257,"ミニクラウン（青）","hat_m001b_p112",20,0,0,0,100,0,0,0,,"Small Crown (Blue)","Petite Couronne (Bleue)","미니 왕관 (청)","迷你皇冠（蓝）","迷你皇冠（藍）","Mini Crown (Blue)","มินิคราวน์ (ฟ้า)",,,,,,,
258,"ミニクラウン（緑）","hat_m001c_p112",20,0,0,0,100,0,0,0,,"Small Crown (Green)","Petite Couronne (Verte)","미니 왕관 (녹)","迷你皇冠（绿）","迷你皇冠（綠）","Mini Crown (Green)","มินิคราวน์ (เขียว)",,,,,,,
259,"王子の服（赤）","blouse_x001a_p33+blouse_x001a_p67+blouse_x001a_p87",10,0,0,0,100,0,0,0,,"Prince' Outfit (Red)","Vêtement de Prince (Rouge)","왕자의 상의 (적)","王子的衣服（红）","王子的衣服（紅）","Prince Clothes (Red)","ชุดเจ้าชาย (แดง)",,,,,,,
260,"王子の服（青）","blouse_x001b_p33+blouse_x001b_p67+blouse_x001b_p87",10,0,0,0,100,0,0,0,,"Prince' Outfit (Blue)","Vêtement de Prince (Bleu)","왕자의 상의 (청)","王子的衣服（蓝）","王子的衣服（藍）","Prince Clothes (Blue)","ชุดเจ้าชาย (ฟ้า)",,,,,,,
261,"王子の服（緑）","blouse_x001c_p33+blouse_x001c_p67+blouse_x001c_p87",10,0,0,0,100,0,0,0,,"Prince' Outfit (Green)","Vêtement de Prince (Vert)","왕자의 상의 (녹)","王子的衣服（绿）","王子的衣服（綠）","Prince Clothes (Green)","ชุดเจ้าชาย (เขียว)",,,,,,,
262,"王子のパンツ（赤）","skirt_x000a_p64",11,0,0,0,100,0,0,0,,"Prince' Pants (Red)","Pantalon de Prince (Rouge)","왕자의 바지 (적)","王子的裤子（红）","王子的褲子（紅）","Prince Pants (Red)","กางเกงเจ้าชาย (แดง)",,,,,,,
263,"王子のパンツ（青）","skirt_x000b_p64",11,0,0,0,100,0,0,0,,"Prince' Pants (Blue)","Pantalon de Prince (Bleu)","왕자의 바지 (청)","王子的裤子（蓝）","王子的褲子（藍）","Prince Pants (Blue)","กางเกงเจ้าชาย (ฟ้า)",,,,,,,
264,"王子のパンツ（緑）","skirt_x000c_p64",11,0,0,0,100,0,0,0,,"Prince' Pants (Green)","Pantalon de Prince (Vert)","왕자의 바지 (녹)","王子的裤子（绿）","王子的褲子（綠）","Prince Pants (Green)","กางเกงเจ้าชาย (เขียว)",,,,,,,
265,"王子の靴","shoes_x005a_p51+shoes_x005a_p62",13,0,0,0,100,0,0,0,,"Prince' Shoes","Chaussure de Prince","왕자의 구두","王子的鞋子","王子的鞋子","Prince Shoes","รองเท้าเจ้าชาย",,,,,,,
266,"カエル王子の剣（赤）","wand_x000a_p34",21,0,0,0,100,4,200,0,"獲得GEMを__POW__%増加します","Frog Prince' Sword (Red)","Epée de Prince (Bleue)","개구리 왕자의 검(적)","青蛙王子的剑（红）","青蛙王子的劍（紅）","Frog Prince Sword (Red)","ดาบเจ้าชายกบ (แดง)","GEM received after battles is increased by __POW__%.","Acquisition GEM augmentée de__POW__.",,"GEM获得机率增加__POW__%","獲得GEM增加__POW__%","Menambah akuisisi GEM __POW__%.","เพิ่ม GEM ที่ได้รับ__POW__%"
267,"カエル王子の剣（青）","wand_x000b_p78",21,0,0,0,100,0,0,0,,"Frog Prince' Sword (Blue)","Epée de Prince (Rouge)","개구리 왕자의 검(청)","青蛙王子的剑（蓝）","青蛙王子的劍（藍）","Frog Prince Sword (Blue)","ดาบเจ้าชายกบ (ฟ้า)",,,,"GEM获得机率增加__POW__%","獲得GEM增加__POW__%","Menambah akuisisi GEM __POW__%.","เพิ่ม GEM ที่ได้รับ__POW__%"
268,"カエル王子の剣（緑）","wand_x000c_p78",21,0,0,0,100,0,0,0,,"Frog Prince' Sword (Green)","Epée de Prince (Verte)","개구리 왕자의 검(초록)","青蛙王子的剑（绿）","青蛙王子的劍（綠）","Frog Prince Sword (Green)","ดาบเจ้าชายกบ (เขียว)",,,,"GEM获得机率增加__POW__%","獲得GEM增加__POW__%","Menambah akuisisi GEM __POW__%.","เพิ่ม GEM ที่ได้รับ__POW__%"
269,"アベルの手提げ人形","basket_z104a_p78",21,0,0,0,100,0,0,0,,"Abel Doll","Poupée d'Abel","아벨 인형","阿贝尔的手提公仔","阿貝爾的手提公仔","Abel Plushie","ตุ๊กตาอาเบลชูมือ",,,,,,,
270,"カレンベルクの手提げ人形","basket_z140a_p78",21,0,0,0,100,0,0,0,,"Karenberg Doll","Poupée de Karenberg","카렌베르크 인형","凯伦贝克的手提公仔","凱倫貝克的手提公仔","Karenberg Plushie","ตุ๊กตาคาเรนเบิร์กชูมือ",,,,,,,
271,"ベリンダの手提げ人形","basket_z118a_p78",21,0,0,0,100,0,0,0,,"Belinda Doll","Poupée de Belinda","벨린다 인형","贝琳达的手提公仔","貝琳達的手提公仔","Belinda Plushie","ตุ๊กตาเบลินดาชูมือ",,,,,,,
272,"シェリの手提げ人形","basket_z111a_p78",21,0,0,0,100,0,0,0,,"Sheri Doll","Poupée de Sheri","쉐리 인형","雪莉的手提公仔","雪莉的手提公仔",,"ตุ๊กตาเชรีชูมือ",,,,,,,
273,"サルガドの手提げ人形","basket_z122a_p78+basket_z122a_p85",21,0,0,0,100,0,0,0,,"Salgado Doll","Poupée de Salgado","살가드 인형","萨尔卡多的手提公仔","薩爾卡多的手提公仔",,"ตุ๊กตาซัลกาโดชูมือ",,,,,,,
274,"アイザックの手提げ人形","basket_z102a_p78",21,0,0,0,100,0,0,0,,"Izac Doll","Poupée d'Isaac","아이자크 인형","艾依查库的手提公仔","艾依查庫的手提公仔",,"ตุ๊กตาไอแซคชูมือ",,,,,,,
275,"ネネムの手提げ人形","basket_z141a_p78",21,0,0,0,100,0,0,0,,"Nenem Doll","Poupée de Nenem","네넴 인형","音音梦的手提公仔","音音夢的手提公仔",,"ตุ๊กตาเนเนมชูมือ",,,,,,,
276,"ミニクラウン（黒）","hat_m001d_p112",20,0,0,0,100,0,0,0,,"Small Crown (Black)","Petite Couronne (Noire)","미니 왕관 (흑)","迷你皇冠(黑)","迷你皇冠(黑)",,"มินิคราวน์ (ดำ)",,,,,,,
277,"ビーチサンダル（黒）","shoes_x006a_p51+shoes_x006a_p62",13,0,0,0,100,0,0,0,,"Beach Sandals (Black)","Tongs (Noires)","비치 샌들 (흑)","海滩凉鞋(黑)","海灘涼鞋(黑)",,"รองเท้าแตะ (ดำ)",,,,,,,
278,"サングラス（黒）","hat_x005a_p114",20,0,0,0,100,0,0,0,,"Sunglasses (Black)","Lunettes de Soleil (Noires)","썬글라스 (흑)","太阳眼镜(黑)","太陽眼鏡(黑)",,"แว่นกันแดด (ดำ)",,,,,,,
279,"タンキニアンダー（黒）","swim_u_a001a_p64",11,0,0,0,100,0,0,0,,"Tankini Bottom (Black)","Bas (Noir)","탱크톱 비키니 (하의)","比基尼泳装裤(黑)","比基尼泳裝褲(黑)",,"กางเกงแทงกินี่ (ดำ)",,,,,,,
280,"タンキニトップ（黒）","swim_t_a001a_p67",10,0,0,0,100,0,0,0,,"Tankini Top (Black)","Top (Noir)","탱크톱 비키니 (상의)","比基尼泳装背心(黑)","比基尼泳裝背心(黑)",,"เสื้อแทงกินี่ (ดำ)",,,,,,,
281,"協定審問官のマント","mant_z010a_p91+mant_z010a_p21",12,0,0,0,100,0,0,0,,"Inquisitor's Mantle","Cape d'Agent","협정심문관의 망토","协定审问官的斗篷","協定審問官的斗篷",,"ผ้าคลุมเจ้าหน้าที่สืบสวน",,,,,,,
282,"アインの手提げ人形","basket_z112a_p78",21,0,0,0,100,0,0,0,,"Ayn Doll","Poupée d'Ayn","아인 인형","艾茵的手提公仔","艾茵的手提公仔",,"ตุ๊กตาไอน์ชูมือ",,,,,,,
283,"コッブの手提げ人形","basket_z137a_p78",21,0,0,0,100,0,0,0,,"Cobb Doll","Poupée de Cobb","콥 인형","柯布的手提公仔","柯布的手提公仔",,"ตุ๊กตาคอบบ์ชูมือ",,,,,,,
284,"パルモの手提げ人形","basket_z128a_p78",21,0,0,0,100,0,0,0,,"Palmo Doll","Poupée de Palmo","파르모 인형","帕茉的手提公仔","帕茉的手提公仔",,,,,,,,,
285,"ビアギッテの手提げ人形","basket_z143a_p78",21,0,0,0,100,0,0,0,,"Birgit Doll","Poupée de Birgitte","비르기트 인형","碧姬媞的手提公仔","碧姬媞的手提公仔",,,,,,,,,
286,"ベリンダの上着","blouse_z018a_p33+blouse_z018a_p67+blouse_z018a_p87",10,0,0,0,100,0,0,0,,"Belinda's Vest","Veste de Belinda","벨린다의 상의","贝琳达的上衣","貝琳達的上衣",,,,,,,,,
287,"ベリンダのスカート","skirt_z018a_p48+skirt_z018a_p59",11,0,0,0,100,0,0,0,,"Belinda's Skirt","Jupe de Belinda","벨린다의 스커트","贝琳达的裙子","貝琳達的裙子",,,,,,,,,
288,"ベリンダのケープ","mant_z018a_p91+mant_z018a_p21",12,0,0,0,100,0,0,0,,"Belinda's Cape","Cape de Belinda","벨린다의 케이프","贝琳达的披风","貝琳達的披肩",,,,,,,,,
289,"ベリンダのブーツ","shoes_z018a_p51+shoes_z018a_p62",13,0,0,0,100,0,0,0,,"Belinda's Boots","Bottes de Belinda","벨린다의 부츠","贝琳达的鞋子","貝琳達的鞋子",,,,,,,,,
290,"ロッソの手提げ人形","basket_z119a_p78",21,0,0,0,100,0,0,0,,"Rosso Doll","Poupée de Rosso","로쏘 인형","罗索的手提公仔","羅索的手提公仔",,,,,,,,,
291,"シャーロットの手提げ人形","basket_z145a_p78",21,0,0,0,100,0,0,0,,"Shalott Doll","Poupée de Charlotte","샬롯 인형","夏洛特的手提公仔","夏洛特的手提公仔",,,,,,,,,
292,"アーチボルトの手提げ人形","basket_z108a_p78",21,0,0,0,100,0,0,0,,"Archibald Doll","Poupée de Archibald","아치볼드 인형","阿奇波尔多的手提公仔","阿奇波爾多的手提公仔",,,,,,,,,
293,"フロレンスの手提げ人形","basket_z127a_p78",21,0,0,0,100,0,0,0,,"Florence Doll","Poupée de Florence","플로렌스 인형","佛罗伦斯的手提公仔","佛羅倫斯的手提公仔",,,,,,,,,
294,"メレンの手提げ人形","basket_z121a_p78",21,0,0,0,100,0,0,0,,"Melen Doll","Poupée de Melen","메렌 인형","梅伦的手提公仔","梅倫的手提公仔",,,,,,,,,
295,"レッドグレイヴの手提げ人形","basket_z123a_p78",21,0,0,0,100,0,0,0,,"Redgrave Doll","Poupée de Redgrave","레드그레이브 인형","蕾格烈芙的手提公仔","蕾格烈芙的手提公仔",,,,,,,,,
296,"ブロウニングの手提げ人形","basket_z130a_p78",21,0,0,0,100,0,0,0,,"Browning Doll","Poupée de Browning","브라우닝 인형","布朗宁的手提公仔","布朗寧的手提公仔",,,,,,,,,
297,"マルセウスの手提げ人形","basket_z131a_p78",21,0,0,0,100,0,0,0,,"Marseus Doll","Poupée de Marseus","마르세우스 인형","玛尔瑟斯的手提公仔","瑪爾瑟斯的手提公仔",,,,,,,,,
298,"ネジ","ribbon_x001a_p16+ribbon_x001a_p117",20,0,0,0,100,0,0,0,,"Screws","Vis","나사","螺丝","螺絲",,,,,,,,,
299,"ミイラマスク","mask_x002a_p105",22,0,0,0,100,0,0,0,,"Mummy Headwrap","Masque de momie","미라 마스크","木乃伊面罩","木乃伊面罩",,,,,,,,,
300,"ミイラスーツ","dress_x004a_p33+dress_x004a_p48+dress_x004a_p59+dress_x004a_p67+dress_x004a_p87",12,0,0,0,100,0,0,0,,"Mummy Costume","Costume de momie","미라 슈트","木乃伊套装","木乃伊套裝",,,,,,,,,
301,"スプーキーマント","mant_x001a_p108+mant_x001a_p91+mant_x001a_p21",12,0,0,0,100,0,0,0,,"Sinister Mantle","Manteau Sinistre ","스푸키 망토","幽灵斗篷 ","幽靈斗篷 ",,,,,,,,,
302,"クレーニヒの手提げ人形","basket_z106a_p78",21,0,0,0,100,0,0,0,,"Kronig Doll","Poupée de Kronig","크레니히 인형","库勒尼西的手提公仔","庫勒尼西的手提公仔",,,,,,,,,
303,"フリードリヒの手提げ人形","basket_z114a_p78",21,0,0,0,100,0,0,0,,"Friedrich Doll","Poupée de Friedrich","프리드리히 인형","弗雷特里西的手提公仔","弗雷特里西的手提公仔",,,,,,,,,
304,"レオンの上着","blouse_z005a_p33+blouse_z005a_p67+blouse_z005a_p87",10,0,0,0,100,0,0,0,,"Leon's Coat","Veste de Léon","레온의 상의","利恩的上衣","利恩的上衣",,,,,,,,,
305,"レオンのパンツ","skirt_z005a_p69",11,0,0,0,100,0,0,0,,"Leon's Pants","Pantalon de Léon","레온의 바지","利恩的裤子","利恩的褲子",,,,,,,,,
306,"レオンのブーツ","shoes_z005a_p51+shoes_z005a_p62",13,0,0,0,100,0,0,0,,"Leon's Boots","Bottes de Léon","레온의 부츠","利恩的鞋子","利恩的鞋子",,,,,,,,,
307,"アーチボルトのコート","blouse_z008b_p33+blouse_z008b_p40+blouse_z008b_p67+blouse_z008b_p75+blouse_z008b_p87",12,0,0,0,100,0,0,0,,"Archibald's Coat","Manteau d'Archibald","아치볼드의 코트","阿奇波尔多的大衣","阿奇波爾多的大衣",,,,,,,,,
308,"アーチボルトのパンツ","skirt_z008a_p69",11,0,0,0,100,0,0,0,,"Archibald's Pants","Pantalon d'Archibald","아치볼드의 바지","阿奇波尔多的裤子","阿奇波爾多的褲子",,,,,,,,,
